JobID	StudentID	JobType	JobTitle	Position	Salary															
203	203	Full Time	Database Developer	Junior	12000															
204	204	Part Tine	Data Visualization	Senior	12000															
205	205	Part Tine	Database Developer	Junior	11000															
206	206	Contract	Data Analysis	Senior	16000															
207	207	Part Tine	Data Analysis	Senior	20000															
208	208	Full Time	Database Developer	Intern	12000															
209	209	Remote	Database Admin	Junior	9000															
210	210	Part Tine	Data Visualization	Junior	10000															
211	211	Full Time	Database Developer	Junior	16000															
212	212	Full Time	Data Architect	Junior	8000															
213	213	Part Tine	Database Developer	Junior	12000															
214	214	Part Tine	Power BI Developer	Junior	17000															
215	215	Part Tine	Data Scientist	Intern	9000															
216	216	Full Time	Data Architect	Junior	12000															
217	217	Contract	Data Visualization	Intern	15000															
218	218	Remote	Data Visualization	Senior	18000															
219	219	Full Time	Database Admin	Junior	16000															
220	220	Part Tine	Power BI Developer	Junior	16000															
221	221	Full Time	Data Visualization	Junior	12000															
222	222	Remote	Power BI Developer	Junior	17000															
223	223	Contract	Data Visualization	Junior	11000															
224	224	Part Tine	Database Developer	Junior	10000															
225	225	Contract	Data Scientist	Junior	18000															
226	226	Full Time	Power BI Developer	Manager	12000															
227	227	Part Tine	Data Analysis	Junior	17000															
228	228	Part Tine	Data Architect	Junior	12000															
229	229	Full Time	Database Developer	Junior	12000															
230	230	Contract	Data Visualization	Intern	10000															
231	231	Contract	Power BI Developer	Junior	12000															
232	232	Remote	Data Scientist	Manager	12000															
233	233	Full Time	Data Visualization	Senior	12000															
234	234	Full Time	Power BI Developer	Junior	16000															
235	235	Full Time	Data Visualization	Junior	15000															
236	236	Contract	Database Developer	Senior	12000															
237	237	Full Time	Data Visualization	Junior	16000															
238	238	Full Time	Power BI Developer	Manager	15000															
239	239	Contract	Power BI Developer	Junior	18000															
240	240	Contract	Data Analysis	Junior	16000															
241	241	Part Tine	Power BI Developer	Manager	17000															
242	242	Full Time	Data Visualization	Junior	17000															
243	243	Part Tine	Data Visualization	Junior	19000															
244	244	Full Time	Data Architect	Junior	10000															
245	245	Contract	Data Visualization	Senior	12000															
246	246	Contract	Data Scientist	Junior	19000															
247	247	Part Tine	Database Admin	Senior	20000															
248	248	Contract	Database Developer	Junior	15000															
249	249	Remote	Database Developer	Junior	12000															
250	250	Part Tine	Data Visualization	Intern	12000															
251	251	Full Time	Data Visualization	Junior	19000															
252	252	Remote	Power BI Developer	Senior	20000															
253	253	Part Tine	Data Architect	Senior	12000															
254	254	Part Tine	Database Developer	Senior	16000															
255	255	Remote	Data Analysis	Trainee	17000															
256	256	Contract	Database Developer	Senior	12000															
257	257	Remote	Data Visualization	Junior	12000															
258	258	Remote	Database Developer	Trainee	12000															
259	259	Contract	Database Developer	Intern	17000															
260	260	Contract	Database Admin	Junior	16000															
261	261	Full Time	Data Visualization	Senior	12000															
262	262	Full Time	Power BI Developer	Trainee	16000															
263	263	Full Time	Power BI Developer	Junior	18000															
264	264	Contract	Data Visualization	Junior	9000															
265	265	Contract	Power BI Developer	Senior	11000															
266	266	Contract	Database Developer	Junior	11000															
267	267	Full Time	Power BI Developer	Senior	12000															
268	268	Remote	Database Developer	Junior	16000															
269	269	Full Time	Data Analysis	Intern	15000															
270	270	Full Time	Data Visualization	Junior	12000															
271	271	Part Tine	Data Analysis	Intern	17000															
272	272	Contract	Data Analysis	Intern	23000															
273	273	Remote	Data Visualization	Junior	17000															
274	274	Part Tine	Data Visualization	Senior	12000															
275	275	Contract	Power BI Developer	Junior	15000															
276	276	Full Time	Power BI Developer	Intern	12000															
277	277	Contract	Power BI Developer	Junior	12000															
278	278	Full Time	Power BI Developer	Junior	8000															
279	279	Full Time	Data Visualization	Junior	17000															
280	280	Remote	Database Developer	Manager	17000															
281	281	Remote	Data Visualization	Senior	16000															
282	282	Remote	Database Developer	Senior	18000															
283	283	Full Time	Data Visualization	Senior	17000															
284	284	Contract	Power BI Developer	Senior	20000															
285	285	Remote	Power BI Developer	Junior	15000															
286	286	Full Time	Power BI Developer	Senior	17000															
287	287	Contract	Power BI Developer	Senior	20000															
288	288	Contract	Database Developer	Junior	12000															
289	289	Part Tine	Power BI Developer	Intern	15000															
290	290	Remote	Database Developer	Intern	11000															
291	291	Remote	Power BI Developer	Senior	9000															
292	292	Full Time	Database Developer	Trainee	20000															
293	293	Remote	Database Developer	Senior	23000															
294	294	Remote	Database Developer	Senior	23000															
295	295	Remote	Data Visualization	Junior	12000															
296	296	Part Tine	Power BI Developer	Senior	12000															
297	297	Contract	Data Architect	Intern	15000															
298	298	Contract	Database Developer	Junior	12000															
299	299	Part Tine	Power BI Developer	Junior	18000															
300	300	Remote	Data Analysis	Trainee	20000															
301	301	Full Time	Database Developer	Senior	17000															
302	302	Contract	Data Analysis	Junior	18000															
303	303	Full Time	Power BI Developer	Junior	17000															
304	304	Contract	Database Developer	Senior	10000															
305	305	Part Tine	Data Visualization	Junior	17000															
306	306	Remote	Data Analysis	Manager	20000															
307	307	Full Time	Data Architect	Junior	18000															
308	308	Contract	Power BI Developer	Junior	20000															
309	309	Remote	Data Visualization	Intern	17000															
310	310	Full Time	Power BI Developer	Junior	17000															
311	311	Full Time	Data Visualization	Senior	11000															
312	312	Contract	Data Visualization	Junior	12000															
313	313	Contract	Data Scientist	Trainee	12000															
314	314	Remote	Power BI Developer	Junior	17000															
315	315	Contract	Data Visualization	Senior	15000															
316	316	Full Time	Data Scientist	Junior	15000															
317	317	Remote	Power BI Developer	Junior	15000															
318	318	Full Time	Database Developer	Junior	9000															
319	319	Full Time	Data Architect	Intern	20000															
320	320	Remote	Database Developer	Junior	8000															
321	321	Contract	Power BI Developer	Senior	19000															
322	322	Contract	Data Analysis	Intern	11000															
323	323	Full Time	Database Developer	Intern	11000															
324	324	Remote	Data Analysis	Senior	15000															
325	325	Part Tine	Database Developer	Manager	11000															
326	326	Contract	Database Admin	Senior	19000															
327	327	Part Tine	Data Architect	Junior	8000															
328	328	Full Time	Data Visualization	Junior	12000															
329	329	Part Tine	Data Architect	Manager	11000															
330	330	Contract	Data Analysis	Senior	12000															
331	331	Part Tine	Data Analysis	Junior	11000															
332	332	Full Time	Data Analysis	Junior	19000															
333	333	Contract	Data Visualization	Senior	23000															
334	334	Contract	Data Architect	Senior	12000															
335	335	Part Tine	Power BI Developer	Junior	11000															
336	336	Remote	Power BI Developer	Senior	9000															
337	337	Full Time	Power BI Developer	Junior	10000															
338	338	Part Tine	Power BI Developer	Junior	17000															
339	339	Part Tine	Database Developer	Intern	9000															
340	340	Part Tine	Data Visualization	Junior	18000															
341	341	Remote	Database Admin	Senior	16000															
342	342	Part Tine	Power BI Developer	Senior	12000															
343	343	Contract	Data Visualization	Senior	12000															
344	344	Full Time	Power BI Developer	Junior	12000															
345	345	Full Time	Data Visualization	Junior	18000															
346	346	Part Tine	Data Architect	Trainee	9000															
347	347	Full Time	Data Analysis	Junior	17000															
348	348	Full Time	Database Developer	Junior	12000															
349	349	Remote	Data Scientist	Intern	10000															
350	350	Full Time	Power BI Developer	Junior	18000															
351	351	Full Time	Data Visualization	Junior	16000															
352	352	Contract	Data Analysis	Manager	8000															
353	353	Full Time	Data Analysis	Intern	12000															
354	354	Part Tine	Data Visualization	Junior	17000															
355	355	Remote	Data Analysis	Senior	9000															
356	356	Contract	Power BI Developer	Junior	15000															
357	357	Contract	Data Analysis	Senior	16000															
358	358	Part Tine	Database Developer	Junior	11000															
359	359	Full Time	Data Analysis	Trainee	12000															
360	360	Full Time	Database Developer	Junior	16000															
361	361	Part Tine	Power BI Developer	Manager	12000															
362	362	Remote	Data Analysis	Junior	12000															
363	363	Contract	Power BI Developer	Junior	11000															
364	364	Part Tine	Data Analysis	Senior	8000															
365	365	Remote	Data Visualization	Senior	11000															
366	366	Full Time	Data Scientist	Senior	10000															
367	367	Contract	Database Developer	Intern	9000															
368	368	Part Tine	Data Visualization	Senior	17000															
369	369	Contract	Database Developer	Junior	17000															
370	370	Full Time	Power BI Developer	Trainee	19000															
371	371	Full Time	Data Visualization	Junior	20000															
372	372	Remote	Power BI Developer	Junior	9000															
373	373	Contract	Data Visualization	Senior	15000															
374	374	Remote	Data Visualization	Senior	16000															
375	375	Part Tine	Data Analysis	Senior	12000															
376	376	Part Tine	Database Developer	Trainee	12000															
377	377	Remote	Database Developer	Junior	18000															
378	378	Contract	Data Analysis	Junior	17000															
379	379	Part Tine	Database Developer	Intern	12000															
380	380	Remote	Data Scientist	Junior	18000															
381	381	Remote	Database Developer	Junior	12000															
382	382	Remote	Data Analysis	Junior	12000															
383	383	Full Time	Database Admin	Manager	15000															
384	384	Contract	Power BI Developer	Manager	12000															
385	385	Remote	Database Developer	Junior	17000															
386	386	Remote	Database Developer	Junior	12000															
387	387	Remote	Data Analysis	Trainee	15000															
388	388	Contract	Power BI Developer	Senior	16000															
389	389	Part Tine	Power BI Developer	Intern	12000															
390	390	Remote	Data Analysis	Junior	8000															
391	391	Full Time	Database Developer	Junior	17000															
392	392	Contract	Database Developer	Junior	17000															
393	393	Remote	Database Developer	Junior	9000															
394	394	Contract	Database Developer	Junior	19000															
395	395	Remote	Power BI Developer	Junior	9000															
396	396	Remote	Data Analysis	Intern	23000															
397	397	Part Tine	Data Analysis	Junior	17000															
398	398	Part Tine	Data Analysis	Junior	9000															
399	399	Remote	Database Developer	Senior	18000															
400	400	Full Time	Data Analysis	Junior	19000															
401	401	Full Time	Database Developer	Junior	8000															
402	402	Remote	Data Analysis	Junior	12000															
403	403	Remote	Database Admin	Junior	10000															
404	404	Part Tine	Data Architect	Intern	17000															
405	405	Full Time	Power BI Developer	Trainee	16000															
406	406	Full Time	Power BI Developer	Intern	23000															
407	407	Part Tine	Data Scientist	Intern	12000															
408	408	Contract	Database Admin	Trainee	18000															
409	409	Remote	Power BI Developer	Junior	12000															
410	410	Remote	Data Scientist	Senior	12000															
411	411	Full Time	Database Developer	Junior	16000															
412	412	Remote	Database Developer	Junior	18000															
413	413	Remote	Data Architect	Junior	19000															
414	414	Part Tine	Database Developer	Manager	16000															
415	415	Part Tine	Power BI Developer	Senior	11000															
416	416	Contract	Power BI Developer	Trainee	8000															
417	417	Remote	Power BI Developer	Junior	19000															
418	418	Part Tine	Database Developer	Intern	17000															
419	419	Part Tine	Database Developer	Junior	17000															
420	420	Contract	Database Developer	Junior	12000															
421	421	Full Time	Power BI Developer	Junior	12000															
422	422	Part Tine	Data Scientist	Junior	16000															
423	423	Part Tine	Database Developer	Senior	16000															
424	424	Part Tine	Data Visualization	Senior	15000															
425	425	Part Tine	Database Developer	Junior	12000															
426	426	Full Time	Power BI Developer	Intern	19000															
427	427	Contract	Data Visualization	Junior	8000															
428	428	Full Time	Data Visualization	Senior	18000															
429	429	Remote	Database Developer	Senior	17000															
430	430	Part Tine	Power BI Developer	Manager	12000															
431	431	Remote	Database Admin	Junior	23000															
432	432	Contract	Power BI Developer	Senior	9000															
433	433	Remote	Data Visualization	Trainee	15000															
434	434	Remote	Data Analysis	Junior	18000															
435	435	Contract	Power BI Developer	Manager	23000															
436	436	Part Tine	Data Architect	Junior	12000															
437	437	Full Time	Data Visualization	Senior	12000															
438	438	Full Time	Data Analysis	Junior	23000															
439	439	Remote	Power BI Developer	Manager	9000															
440	440	Full Time	Data Analysis	Senior	12000															
441	441	Remote	Database Developer	Junior	23000															
442	442	Part Tine	Database Developer	Trainee	11000															
443	443	Contract	Data Analysis	Junior	12000															
444	444	Contract	Power BI Developer	Junior	15000															
445	445	Part Tine	Data Analysis	Junior	16000															
446	446	Part Tine	Data Architect	Junior	19000															
447	447	Part Tine	Power BI Developer	Junior	16000															
448	448	Part Tine	Power BI Developer	Trainee	15000															
449	449	Full Time	Data Visualization	Trainee	18000															
450	450	Remote	Data Visualization	Junior	19000															
451	451	Contract	Power BI Developer	Junior	12000															
452	452	Contract	Data Architect	Senior	16000															
453	453	Part Tine	Power BI Developer	Manager	12000															
454	454	Part Tine	Database Developer	Junior	11000															
455	455	Contract	Database Developer	Junior	15000															
456	456	Contract	Data Analysis	Senior	10000															
457	457	Remote	Database Developer	Junior	20000															
458	458	Contract	Data Analysis	Manager	18000															
459	459	Remote	Data Visualization	Senior	11000															
460	460	Full Time	Database Admin	Senior	20000															
461	461	Contract	Data Analysis	Junior	16000															
462	462	Full Time	Database Developer	Junior	12000															
463	463	Full Time	Data Visualization	Manager	12000															
464	464	Full Time	Data Scientist	Trainee	12000															
465	465	Full Time	Power BI Developer	Senior	18000															
466	466	Contract	Database Developer	Junior	12000															
467	467	Contract	Data Analysis	Senior	12000															
468	468	Remote	Data Analysis	Junior	15000															
469	469	Remote	Database Developer	Junior	12000															
470	470	Remote	Data Visualization	Senior	12000															
471	471	Full Time	Database Developer	Junior	12000															
472	472	Contract	Power BI Developer	Senior	15000															
473	473	Part Tine	Data Visualization	Senior	12000															
474	474	Remote	Data Visualization	Junior	20000															
475	475	Full Time	Data Analysis	Senior	12000															
476	476	Remote	Power BI Developer	Manager	16000															
477	477	Contract	Data Visualization	Junior	20000															
478	478	Contract	Power BI Developer	Junior	15000															
479	479	Full Time	Data Visualization	Manager	23000															
480	480	Part Tine	Database Developer	Junior	12000															
481	481	Part Tine	Database Admin	Intern	12000															
482	482	Contract	Database Developer	Junior	20000															
483	483	Part Tine	Data Visualization	Junior	8000															
484	484	Contract	Data Visualization	Senior	19000															
485	485	Full Time	Database Developer	Senior	12000															
486	486	Contract	Database Developer	Junior	18000															
487	487	Full Time	Power BI Developer	Trainee	15000															
488	488	Remote	Data Scientist	Junior	15000															
489	489	Part Tine	Power BI Developer	Manager	17000															
490	490	Part Tine	Database Developer	Junior	17000															
491	491	Part Tine	Power BI Developer	Junior	16000															
492	492	Contract	Power BI Developer	Trainee	12000															
493	493	Remote	Power BI Developer	Junior	17000															
494	494	Full Time	Power BI Developer	Senior	10000															
495	495	Remote	Data Analysis	Junior	19000															
496	496	Remote	Database Developer	Senior	12000															
497	497	Contract	Database Developer	Junior	18000															
498	498	Part Tine	Database Developer	Junior	18000															
499	499	Part Tine	Data Analysis	Senior	20000															
500	500	Part Tine	Database Developer	Senior	23000															
501	501	Contract	Data Visualization	Junior	17000															
502	502	Remote	Database Admin	Trainee	12000															
503	503	Part Tine	Power BI Developer	Senior	16000															
504	504	Part Tine	Power BI Developer	Junior	15000															
505	505	Remote	Data Visualization	Junior	15000															
506	506	Remote	Power BI Developer	Junior	16000															
507	507	Contract	Power BI Developer	Junior	12000															
508	508	Part Tine	Database Developer	Junior	12000															
509	509	Part Tine	Power BI Developer	Intern	10000															
510	510	Part Tine	Database Developer	Junior	17000															
511	511	Part Tine	Power BI Developer	Senior	17000															
512	512	Part Tine	Database Developer	Manager	18000															
513	513	Remote	Power BI Developer	Intern	23000															
514	514	Part Tine	Power BI Developer	Senior	11000															
515	515	Part Tine	Data Analysis	Junior	17000															
516	516	Remote	Database Developer	Junior	17000															
517	517	Remote	Database Developer	Senior	12000															
518	518	Part Tine	Database Admin	Intern	11000															
519	519	Full Time	Data Visualization	Manager	18000															
520	520	Contract	Power BI Developer	Senior	12000															
521	521	Part Tine	Database Developer	Junior	12000															
522	522	Contract	Data Analysis	Trainee	16000															
523	523	Full Time	Database Developer	Junior	15000															
524	524	Full Time	Data Analysis	Senior	12000															
525	525	Remote	Database Developer	Junior	19000															
526	526	Full Time	Data Visualization	Junior	12000															
527	527	Part Tine	Data Analysis	Senior	20000															
528	528	Part Tine	Data Visualization	Intern	12000															
529	529	Full Time	Database Developer	Senior	17000															
530	530	Contract	Database Developer	Junior	17000															
531	531	Contract	Database Developer	Junior	17000															
532	532	Full Time	Power BI Developer	Senior	12000															
533	533	Remote	Power BI Developer	Junior	12000															
534	534	Contract	Database Developer	Intern	15000															
535	535	Contract	Power BI Developer	Intern	12000															
536	536	Part Tine	Database Developer	Junior	17000															
537	537	Full Time	Power BI Developer	Junior	12000															
538	538	Full Time	Database Developer	Senior	11000															
539	539	Contract	Power BI Developer	Junior	12000															
540	540	Contract	Data Visualization	Senior	9000															
541	541	Remote	Data Visualization	Junior	12000															
542	542	Remote	Data Visualization	Manager	9000															
543	543	Full Time	Data Analysis	Senior	12000															
544	544	Full Time	Data Visualization	Intern	23000															
545	545	Part Tine	Data Visualization	Junior	12000															
546	546	Part Tine	Data Analysis	Senior	15000															
547	547	Full Time	Database Admin	Junior	12000															
548	548	Contract	Data Analysis	Intern	17000															
549	549	Full Time	Data Analysis	Junior	9000															
550	550	Contract	Power BI Developer	Senior	18000															
551	551	Full Time	Database Developer	Senior	15000															
552	552	Part Tine	Database Developer	Intern	12000															
553	553	Remote	Power BI Developer	Senior	20000															
554	554	Contract	Data Visualization	Junior	12000															
555	555	Contract	Power BI Developer	Junior	11000															
556	556	Contract	Power BI Developer	Trainee	12000															
557	557	Full Time	Database Developer	Trainee	11000															
558	558	Contract	Data Visualization	Junior	18000															
559	559	Remote	Power BI Developer	Junior	23000															
560	560	Full Time	Database Admin	Junior	12000															
561	561	Contract	Power BI Developer	Senior	12000															
562	562	Remote	Data Visualization	Manager	20000															
563	563	Full Time	Database Developer	Junior	16000															
564	564	Remote	Data Visualization	Junior	12000															
565	565	Contract	Power BI Developer	Senior	16000															
566	566	Remote	Database Developer	Senior	18000															
567	567	Contract	Data Visualization	Junior	19000															
568	568	Part Tine	Data Visualization	Junior	17000															
569	569	Full Time	Database Developer	Junior	12000															
570	570	Full Time	Data Analysis	Senior	17000															
571	571	Part Tine	Data Analysis	Junior	20000															
572	572	Part Tine	Database Admin	Junior	8000															
573	573	Full Time	Power BI Developer	Junior	17000															
574	574	Full Time	Data Analysis	Junior	16000															
575	575	Full Time	Data Visualization	Junior	23000															
576	576	Full Time	Power BI Developer	Senior	20000															
577	577	Contract	Data Visualization	Junior	10000															
578	578	Contract	Power BI Developer	Junior	11000															
579	579	Remote	Data Scientist	Junior	12000															
580	580	Full Time	Data Analysis	Intern	11000															
581	581	Remote	Data Visualization	Junior	19000															
582	582	Remote	Database Developer	Intern	9000															
583	583	Remote	Data Analysis	Trainee	18000															
584	584	Contract	Data Analysis	Trainee	12000															
585	585	Remote	Data Analysis	Junior	9000															
586	586	Full Time	Database Developer	Junior	16000															
587	587	Contract	Database Developer	Junior	15000															
